"","sourcePath","transactionId","totalConversions"
"281","bestedu.pl > google > google","72d06c0323c440b0ba2fc40bc810c7a9",1
"282","bestedu.pl > google > google","c03bf9d4de4f6e361433ab6e98345ff1",1
"283","bestedu.pl > google > google","9e0385be39fdeb553ecefc79aeecd389",1
"284","bestedu.pl > google > google > onet.pl","3b79845fd5657ada3f43944fe88bd040",1
"285","bestedu.pl > google > google > onet.pl > instagram > bestedu.pl","4d3ab4e1f3bffa80841e28cac0de3654",1
"286","bestedu.pl > google > google > google","e3ae3383e25bee85f4ff518f020786a4",1
"287","bestedu.pl > google > google > google","feac356a0c927b89b53f0351acc375d4",1
"288","bestedu.pl > google > google > google > onet.pl > bestedu.pl","3b79845fd5657ada3f43944fe88bd040",1
"289","bestedu.pl > google > google > google > google","f29ca79241ff3137995274db332bd059",1
"290","bestedu.pl > google > google > google > google > onet.pl","3b79845fd5657ada3f43944fe88bd040",1
"291","bestedu.pl > google > google > google > google > onet.pl > (direct)","3b79845fd5657ada3f43944fe88bd040",1
"292","bestedu.pl > google > google > google > google > google > google > google > google > google","3b79845fd5657ada3f43944fe88bd040",1
"293","bestedu.pl > google > google > google > google > (direct) > (direct) > google > bestedu.pl > (direct) > google > google > google > google > (direct) > google","3b79845fd5657ada3f43944fe88bd040",1
"294","bestedu.pl > google > google > google > (direct) > (direct) > bestedu.pl > google","3b79845fd5657ada3f43944fe88bd040",1
"295","bestedu.pl > google > google > google > (direct) > (direct) > bestedu.pl > google > instagram > kuplio.pl > (direct)","3b79845fd5657ada3f43944fe88bd040",1
"296","bestedu.pl > google > google > google > bestedu.pl > bestedu.pl","3b79845fd5657ada3f43944fe88bd040",1
"297","bestedu.pl > google > google > google > bestedu.pl > bestedu.pl > bestedu.pl > google","3b79845fd5657ada3f43944fe88bd040",1
"298","bestedu.pl > google > google > google > bestedu.pl > bestedu.pl > bestedu.pl > google > instagram > google","95b32b98120737e0434a26dbf507a210",1
"299","bestedu.pl > google > google > google > instagram > google","11f83a061bd8c4fb8012c411d03750b7",1
"300","bestedu.pl > google > google > (direct)","14db6393c4cf471bb6761645fea22d2d",1
"301","bestedu.pl > google > google > (direct)","fc4afb7f677281e70a9c327508a14361",1
"302","bestedu.pl > google > google > (direct)","1c43a8fc017134b1fc986db42f5baee4",1
"303","bestedu.pl > google > google > (direct) > google","3b79845fd5657ada3f43944fe88bd040",1
"304","bestedu.pl > google > google > (direct) > (direct) > (direct) > (direct) > google","3b79845fd5657ada3f43944fe88bd040",1
"305","bestedu.pl > google > google > (direct) > (direct) > (direct) > (direct) > google > google","9958aee87e9ff016f50dcc9e77d3511d",1
"306","bestedu.pl > google > google > bestedu.pl > bestedu.pl","da08cce66e2c684ea8cdaf2206a694f5",1
"307","bestedu.pl > google > google > (direct)","3b79845fd5657ada3f43944fe88bd040",1
"308","bestedu.pl > google > google > instagram","63e9e97e72414dab5b177eebb3421beb",1
"309","bestedu.pl > google > google > instagram > google","4b3686e82d2eb390a520c6d6081a170c",1
